Tower Type,Bundle Type,Conductor Type,Impedance,Admittance,A,B,C,D,Vs,Is,Vr (KV),Vr angle (Degrees),Ir (A),Ir angle (Degrees),Cost (Million $),Real Power loss (%),Thermal limit surpassed,Current limit (Summer),Current limit (Winter),Stability limit (MVA),Stability limit angle,Dynamic Stability limit (MVA),Dynamic Stability limit angle
Tower Type B1,"Bundling spacer – 3 conductor, 23 cm ",AAC 31.5 mm diameter,(0.017+0.223j),4.9158207409105975e-06j,(0.999+0j),(0.564+7.589j),(-0+0j),(0.999+0j),132.0,699.8,131.6,-2.3,699.7,-1.8,11.6,0.3,False,495,1224,2114.53,85.8,1504.53,42.9
Tower Type B1,"Bundling spacer – 3 conductor, 33 cm",AAC 31.5 mm diameter,(0.017+0.208j),5.272977866755299e-06j,(0.999+0j),(0.564+7.075j),(-0+0j),(0.999+0j),132.0,699.8,131.6,-2.2,699.8,-1.9,11.8,0.3,False,495,1224,2253.95,85.4,1604.42,42.7
Tower Type B1,"Bundling spacer – 4 conductor, 26 cm",AAC 31.5 mm diameter,(0.012+0.199j),5.527920450937468e-06j,(0.999+0j),(0.423+6.749j),(-0+0j),(0.999+0j),132.0,699.8,131.7,-2.1,699.8,-2.0,13.8,0.22,False,495,1224,2410.6,86.4,1713.55,43.2
Tower Type B2,No bundling – 1 conductor,AAC 9.0 mm diameter,(0.609+0.443j),2.4783709037108816e-06j,(0.999+0.001j),(20.713+15.059j),(-0+0j),(0.999+0.001j),132.0,699.8,117.9,-5.1,699.5,-0.9,6.4,10.98,True,110,308,168.72,36.0,138.95,18.0
Tower Type B2,"Bundling spacer – 2 conductor, 24 cm",AAC 9.0 mm diameter,(0.305+0.31j),3.5397531334770054e-06j,(0.999+0.001j),(10.357+10.542j),(-0+0j),(0.999+0.001j),132.0,699.8,124.9,-3.3,699.5,-1.3,7.4,5.49,True,110,308,375.88,45.5,289.07,22.8
Tower Type B2,"Bundling spacer – 2 conductor, 32 cm",AAC 9.0 mm diameter,(0.305+0.301j),3.646033178574553e-06j,(0.999+0.001j),(10.357+10.234j),(-0+0j),(0.999+0.001j),132.0,699.8,124.9,-3.2,699.6,-1.3,7.5,5.49,True,110,308,370.32,44.7,285.43,22.3
Tower Type B2,"Bundling spacer – 3 conductor, 23 cm ",AAC 9.0 mm diameter,(0.203+0.268j),4.101697355857075e-06j,(0.999+0j),(6.904+9.097j),(-0+0j),(0.999+0j),132.0,699.8,127.2,-2.8,699.6,-1.5,8.3,3.66,True,110,308,613.6,52.8,460.22,26.4
Tower Type B2,"Bundling spacer – 3 conductor, 33 cm",AAC 9.0 mm diameter,(0.203+0.252j),4.347394433587209e-06j,(0.999+0.001j),(6.904+8.583j),(-0+0j),(0.999+0.001j),132.0,699.8,127.2,-2.7,699.6,-1.6,8.5,3.66,True,110,308,603.53,51.2,453.96,25.6
Tower Type B2,"Bundling spacer – 4 conductor, 26 cm",AAC 9.0 mm diameter,(0.152+0.236j),4.644685940719138e-06j,(0.999+0j),(5.178+8.033j),(-0+0j),(0.999+0j),132.0,699.8,128.4,-2.5,699.7,-1.7,9.3,2.75,True,110,308,838.73,57.2,622.38,28.6
Tower Type B2,No bundling – 1 conductor,AAC 16.3 mm diameter,(0.186+0.406j),2.7064494980165873e-06j,(0.999+0j),(6.315+13.785j),(-0+0j),(0.999+0j),132.0,699.8,127.9,-4.3,699.5,-1.0,6.7,3.35,True,216,636,664.06,65.4,487.71,32.7
Tower Type B2,"Bundling spacer – 2 conductor, 24 cm",AAC 16.3 mm diameter,(0.093+0.291j),3.7664211017202773e-06j,(0.999+0j),(3.157+9.905j),(-0+0j),(0.999+0j),132.0,699.8,129.9,-3.0,699.6,-1.4,7.9,1.67,True,216,636,1156.32,72.3,838.65,36.2
Tower Type B2,"Bundling spacer – 2 conductor, 32 cm",AAC 16.3 mm diameter,(0.093+0.282j),3.8869800139192675e-06j,(0.999+0j),(3.157+9.598j),(-0+0j),(0.999+0j),132.0,699.8,129.9,-3.0,699.6,-1.4,8.0,1.67,True,216,636,1175.05,71.8,852.82,35.9
Tower Type B2,"Bundling spacer – 3 conductor, 23 cm ",AAC 16.3 mm diameter,(0.062+0.255j),4.301683115058902e-06j,(0.999+0j),(2.105+8.673j),(-0+0j),(0.999+0j),132.0,699.8,130.6,-2.7,699.6,-1.6,9.1,1.12,True,216,636,1480.76,76.4,1067.6,38.2
Tower Type B2,"Bundling spacer – 3 conductor, 33 cm",AAC 16.3 mm diameter,(0.062+0.24j),4.572714666294702e-06j,(0.999+0j),(2.105+8.159j),(-0+0j),(0.999+0j),132.0,699.8,130.6,-2.5,699.7,-1.7,9.3,1.12,True,216,636,1540.02,75.5,1111.52,37.8
Tower Type B2,"Bundling spacer – 4 conductor, 26 cm",AAC 16.3 mm diameter,(0.046+0.227j),4.835612411215029e-06j,(0.999+0j),(1.579+7.715j),(-0+0j),(0.999+0j),132.0,699.8,130.9,-2.4,699.7,-1.8,10.2,0.84,True,216,636,1758.16,78.4,1263.85,39.2
Tower Type B2,No bundling – 1 conductor,AAC 21.0 mm diameter,(0.112+0.39j),2.8170357383876282e-06j,(0.999+0j),(3.804+13.244j),(-0+0j),(0.999+0j),132.0,699.8,129.6,-4.1,699.5,-1.0,6.9,2.02,True,299,875,904.89,74.0,655.11,37.0
Tower Type B2,"Bundling spacer – 2 conductor, 24 cm",AAC 21.0 mm diameter,(0.056+0.283j),3.872191594001406e-06j,(0.999+0j),(1.902+9.635j),(-0+0j),(0.999+0j),132.0,699.8,130.8,-2.9,699.6,-1.4,8.3,1.01,True,299,875,1420.3,78.8,1020.57,39.4
Tower Type B2,"Bundling spacer – 2 conductor, 32 cm",AAC 21.0 mm diameter,(0.056+0.274j),3.999731415782102e-06j,(0.999+0j),(1.902+9.327j),(-0+0j),(0.999+0j),132.0,699.8,130.7,-2.9,699.6,-1.5,8.4,1.01,True,299,875,1454.14,78.5,1045.38,39.2
Tower Type B2,"Bundling spacer – 3 conductor, 23 cm ",AAC 21.0 mm diameter,(0.037+0.25j),4.393050708387671e-06j,(0.999+0j),(1.268+8.492j),(-0+0j),(0.999+0j),132.0,699.8,131.2,-2.6,699.7,-1.6,9.8,0.67,True,299,875,1720.45,81.5,1231.53,40.8
Tower Type B2,"Bundling spacer – 3 conductor, 33 cm",AAC 21.0 mm diameter,(0.037+0.235j),4.6760967169005954e-06j,(0.999+0j),(1.268+7.978j),(-0+0j),(0.999+0j),132.0,699.8,131.1,-2.4,699.7,-1.7,10.0,0.67,True,299,875,1808.69,81.0,1295.64,40.5
Tower Type B2,"Bundling spacer – 4 conductor, 26 cm",AAC 21.0 mm diameter,(0.028+0.223j),4.921917141501634e-06j,(0.999+0j),(0.951+7.58j),(-0+0j),(0.999+0j),132.0,699.8,131.4,-2.3,699.7,-1.8,11.2,0.5,False,299,875,1988.53,82.8,1420.72,41.4
Tower Type B2,No bundling – 1 conductor,AAC 26.3 mm diameter,(0.071+0.375j),2.9231290351695497e-06j,(0.999+0j),(2.426+12.763j),(-0+0j),(0.999+0j),132.0,699.8,130.5,-3.9,699.5,-1.1,7.2,1.29,True,405,997,1081.36,79.2,776.72,39.6
Tower Type B2,"Bundling spacer – 2 conductor, 24 cm",AAC 26.3 mm diameter,(0.036+0.276j),3.971252417961687e-06j,(0.999+0j),(1.213+9.394j),(-0+0j),(0.999+0j),132.0,699.8,131.2,-2.9,699.6,-1.5,9.0,0.64,True,405,997,1595.98,82.6,1140.64,41.3
Tower Type B2,"Bundling spacer – 2 conductor, 32 cm",AAC 26.3 mm diameter,(0.036+0.267j),4.1055144500563375e-06j,(0.999+0j),(1.213+9.087j),(-0+0j),(0.999+0j),132.0,699.8,131.2,-2.8,699.6,-1.5,9.1,0.64,True,405,997,1640.9,82.4,1173.14,41.2
Tower Type B2,"Bundling spacer – 3 conductor, 23 cm ",AAC 26.3 mm diameter,(0.024+0.245j),4.477526194262683e-06j,(0.999+0j),(0.809+8.332j),(-0+0j),(0.999+0j),132.0,699.8,131.5,-2.5,699.7,-1.6,10.8,0.43,False,405,997,1873.75,84.5,1335.69,42.2
Tower Type B2,"Bundling spacer – 3 conductor, 33 cm",AAC 26.3 mm diameter,(0.024+0.23j),4.771927191903771e-06j,(0.999+0j),(0.809+7.818j),(-0+0j),(0.999+0j),132.0,699.8,131.5,-2.4,699.7,-1.7,11.0,0.43,False,405,997,1981.66,84.1,1413.33,42.0
Tower Type B2,"Bundling spacer – 4 conductor, 26 cm",AAC 26.3 mm diameter,(0.018+0.219j),5.001203122149354e-06j,(0.999+0j),(0.606+7.46j),(-0+0j),(0.999+0j),132.0,699.8,131.6,-2.3,699.7,-1.8,12.5,0.32,False,405,997,2133.47,85.4,1518.88,42.7
Tower Type B2,No bundling – 1 conductor,AAC 31.5 mm diameter,(0.05+0.364j),3.0141344573676314e-06j,(0.999+0j),(1.691+12.377j),(-0+0j),(0.999+0j),132.0,699.8,131.0,-3.8,699.5,-1.1,7.6,0.9,True,495,1224,1198.41,82.2,857.08,41.1
Tower Type B2,"Bundling spacer – 2 conductor, 24 cm",AAC 31.5 mm diameter,(0.025+0.271j),4.0544060841512455e-06j,(0.999+0j),(0.845+9.202j),(-0+0j),(0.999+0j),132.0,699.8,131.5,-2.8,699.6,-1.5,9.8,0.45,False,495,1224,1707.06,84.8,1216.37,42.4
Tower Type B2,"Bundling spacer – 2 conductor, 32 cm",AAC 31.5 mm diameter,(0.025+0.262j),4.194448718848093e-06j,(0.999+0j),(0.845+8.894j),(-0+0j),(0.999+0j),132.0,699.8,131.5,-2.7,699.6,-1.5,9.9,0.45,False,495,1224,1759.32,84.6,1253.92,42.3
Tower Type B2,"Bundling spacer – 3 conductor, 23 cm ",AAC 31.5 mm diameter,(0.017+0.241j),4.547632798356005e-06j,(0.999+0j),(0.564+8.204j),(-0+0j),(0.999+0j),132.0,699.8,131.6,-2.5,699.7,-1.7,12.0,0.3,False,495,1224,1968.81,86.1,1400.21,43.0
Tower Type B2,"Bundling spacer – 3 conductor, 33 cm",AAC 31.5 mm diameter,(0.017+0.226j),4.851638073011554e-06j,(0.999+0j),(0.564+7.69j),(-0+0j),(0.999+0j),132.0,699.8,131.6,-2.3,699.7,-1.8,12.2,0.3,False,495,1224,2089.27,85.8,1486.44,42.9
Tower Type B2,"Bundling spacer – 4 conductor, 26 cm",AAC 31.5 mm diameter,(0.012+0.217j),5.066635213222634e-06j,(0.999+0j),(0.423+7.363j),(-0+0j),(0.999+0j),132.0,699.8,131.7,-2.2,699.7,-1.9,14.2,0.22,False,495,1224,2222.62,86.7,1579.24,43.4
Tower Type B1 – Double,No bundling – 1 conductor,AAC 9.0 mm diameter,(0.305+0.425j),2.5838386906892727e-06j,(0.999+0j),(10.357+14.44j),(-0+0j),(0.999+0j),132.0,699.8,125.1,-4.6,699.5,-0.9,6.5,5.49,True,110,308,416.01,54.4,313.45,27.2
Tower Type B1 – Double,"Bundling spacer – 2 conductor, 24 cm",AAC 9.0 mm diameter,(0.152+0.292j),3.7588928284601294e-06j,(0.999+0j),(5.178+9.926j),(-0+0j),(0.999+0j),132.0,699.8,128.5,-3.1,699.6,-1.4,7.9,2.75,True,110,308,832.85,62.4,613.42,31.2
Tower Type B1 – Double,"Bundling spacer – 2 conductor, 32 cm",AAC 9.0 mm diameter,(0.152+0.283j),3.878962597219783e-06j,(0.999+0j),(5.178+9.618j),(-0+0j),(0.999+0j),132.0,699.8,128.5,-3.0,699.6,-1.4,8.0,2.75,True,110,308,836.17,61.7,616.51,30.9
Tower Type B1 – Double,"Bundling spacer – 3 conductor, 23 cm ",AAC 9.0 mm diameter,(0.102+0.249j),4.3988582926442925e-06j,(0.999+0j),(3.452+8.481j),(-0+0j),(0.999+0j),132.0,699.8,129.6,-2.6,699.6,-1.6,9.3,1.83,True,110,308,1176.82,67.9,858.69,33.9
Tower Type B1 – Double,"Bundling spacer – 3 conductor, 33 cm",AAC 9.0 mm diameter,(0.102+0.234j),4.682677340496768e-06j,(0.999+0j),(3.452+7.967j),(-0+0j),(0.999+0j),132.0,699.8,129.6,-2.4,699.7,-1.7,9.5,1.83,True,110,308,1201.17,66.6,877.89,33.3
Tower Type B1 – Double,"Bundling spacer – 4 conductor, 26 cm",AAC 9.0 mm diameter,(0.076+0.218j),5.029421686258565e-06j,(0.999+0j),(2.589+7.418j),(-0+0j),(0.999+0j),132.0,699.8,130.2,-2.3,699.7,-1.8,10.6,1.37,True,110,308,1476.46,70.8,1072.49,35.4
Tower Type B1 – Double,No bundling – 1 conductor,AAC 16.3 mm diameter,(0.093+0.387j),2.8327168972285187e-06j,(0.999+0j),(3.157+13.17j),(-0+0j),(0.999+0j),132.0,699.8,130.0,-4.1,699.5,-1.0,7.0,1.67,True,216,636,976.29,76.5,704.09,38.3
Tower Type B1 – Double,"Bundling spacer – 2 conductor, 24 cm",AAC 16.3 mm diameter,(0.046+0.273j),4.0155120477312335e-06j,(0.999+0j),(1.579+9.291j),(-0+0j),(0.999+0j),132.0,699.8,131.0,-2.8,699.6,-1.5,8.9,0.84,True,216,636,1529.58,80.4,1096.72,40.2
Tower Type B1 – Double,"Bundling spacer – 2 conductor, 32 cm",AAC 16.3 mm diameter,(0.046+0.264j),4.1528352016030125e-06j,(0.999+0j),(1.579+8.984j),(-0+0j),(0.999+0j),132.0,699.8,131.0,-2.7,699.6,-1.5,9.0,0.84,True,216,636,1569.79,80.0,1126.04,40.0
Tower Type B1 – Double,"Bundling spacer – 3 conductor, 23 cm ",AAC 16.3 mm diameter,(0.031+0.237j),4.629686343379485e-06j,(0.999+0j),(1.052+8.058j),(-0+0j),(0.999+0j),132.0,699.8,131.3,-2.5,699.7,-1.7,10.7,0.56,False,216,636,1857.95,82.6,1327.98,41.3
Tower Type B1 – Double,"Bundling spacer – 3 conductor, 33 cm",AAC 16.3 mm diameter,(0.031+0.222j),4.9451414956005e-06j,(0.999+0j),(1.052+7.544j),(-0+0j),(0.999+0j),132.0,699.8,131.3,-2.3,699.7,-1.8,10.9,0.56,False,216,636,1962.41,82.1,1403.6,41.0
Tower Type B1 – Double,"Bundling spacer – 4 conductor, 26 cm",AAC 16.3 mm diameter,(0.023+0.209j),5.254053275215045e-06j,(0.999+0j),(0.789+7.101j),(-0+0j),(0.999+0j),132.0,699.8,131.5,-2.2,699.8,-1.9,12.6,0.42,False,216,636,2161.57,83.7,1542.57,41.8
Tower Type B1 – Double,No bundling – 1 conductor,AAC 21.0 mm diameter,(0.056+0.372j),2.9540938618574357e-06j,(0.999+0j),(1.902+12.629j),(-0+0j),(0.999+0j),132.0,699.8,130.9,-3.9,699.5,-1.1,7.4,1.01,True,299,875,1152.97,81.4,825.52,40.7
Tower Type B1 – Double,"Bundling spacer – 2 conductor, 24 cm",AAC 21.0 mm diameter,(0.028+0.265j),4.135959044669734e-06j,(0.999+0j),(0.951+9.02j),(-0+0j),(0.999+0j),132.0,699.8,131.4,-2.7,699.6,-1.5,9.8,0.5,False,299,875,1712.69,84.0,1221.72,42.0
Tower Type B1 – Double,"Bundling spacer – 2 conductor, 32 cm",AAC 21.0 mm diameter,(0.028+0.256j),4.2817934801743536e-06j,(0.999+0j),(0.951+8.713j),(-0+0j),(0.999+0j),132.0,699.8,131.4,-2.7,699.6,-1.6,9.9,0.5,False,299,875,1765.06,83.8,1259.45,41.9
Tower Type B1 – Double,"Bundling spacer – 3 conductor, 23 cm ",AAC 21.0 mm diameter,(0.019+0.232j),4.735690385091749e-06j,(0.999+0j),(0.634+7.878j),(-0+0j),(0.999+0j),132.0,699.8,131.6,-2.4,699.7,-1.7,12.1,0.34,False,299,875,2021.98,85.4,1439.41,42.7
Tower Type B1 – Double,"Bundling spacer – 3 conductor, 33 cm",AAC 21.0 mm diameter,(0.019+0.217j),5.066272358331339e-06j,(0.999+0j),(0.634+7.364j),(-0+0j),(0.999+0j),132.0,699.8,131.6,-2.2,699.7,-1.9,12.3,0.34,False,299,875,2148.88,85.1,1530.44,42.5
Tower Type B1 – Double,"Bundling spacer – 4 conductor, 26 cm",AAC 21.0 mm diameter,(0.014+0.205j),5.356098298432733e-06j,(0.999+0j),(0.476+6.965j),(-0+0j),(0.999+0j),132.0,699.8,131.7,-2.1,699.8,-2.0,14.5,0.25,False,299,875,2320.38,86.1,1650.18,43.0
Tower Type B1 – Double,No bundling – 1 conductor,AAC 26.3 mm diameter,(0.036+0.357j),3.0709760466122096e-06j,(0.999+0j),(1.213+12.148j),(-0+0j),(0.999+0j),132.0,699.8,131.3,-3.7,699.5,-1.1,8.1,0.64,True,405,997,1279.7,84.3,912.47,42.1
Tower Type B1 – Double,"Bundling spacer – 2 conductor, 24 cm",AAC 26.3 mm diameter,(0.018+0.258j),4.249172540753887e-06j,(0.999+0j),(0.606+8.78j),(-0+0j),(0.999+0j),132.0,699.8,131.6,-2.7,699.6,-1.6,11.1,0.32,False,405,997,1838.69,86.0,1307.71,43.0
Tower Type B1 – Double,"Bundling spacer – 2 conductor, 32 cm",AAC 26.3 mm diameter,(0.018+0.249j),4.4032488016983794e-06j,(0.999+0j),(0.606+8.473j),(-0+0j),(0.999+0j),132.0,699.8,131.6,-2.6,699.7,-1.6,11.2,0.32,False,405,997,1899.82,85.9,1351.47,43.0
Tower Type B1 – Double,"Bundling spacer – 3 conductor, 23 cm ",AAC 26.3 mm diameter,(0.012+0.227j),4.8340046904872875e-06j,(0.999+0j),(0.404+7.718j),(-0+0j),(0.999+0j),132.0,699.8,131.7,-2.3,699.7,-1.8,14.2,0.21,False,405,997,2132.74,87.0,1514.75,43.5
Tower Type B1 – Double,"Bundling spacer – 3 conductor, 33 cm",AAC 26.3 mm diameter,(0.012+0.212j),5.178954999437324e-06j,(0.999+0j),(0.404+7.204j),(-0+0j),(0.999+0j),132.0,699.8,131.7,-2.2,699.8,-1.9,14.4,0.21,False,405,997,2275.28,86.8,1616.49,43.4
Tower Type B1 – Double,"Bundling spacer – 4 conductor, 26 cm",AAC 26.3 mm diameter,(0.009+0.201j),5.450123107753459e-06j,(0.999+0j),(0.303+6.845j),(-0+0j),(0.999+0j),132.0,699.8,131.8,-2.1,699.8,-2.0,17.2,0.16,False,405,997,2426.75,87.5,1722.41,43.7
Tower Type B1 – Double,No bundling – 1 conductor,AAC 31.5 mm diameter,(0.025+0.346j),3.1715784957800177e-06j,(0.999+0j),(0.845+11.763j),(-0+0j),(0.999+0j),132.0,699.8,131.6,-3.6,699.5,-1.2,8.9,0.45,False,495,1224,1367.52,85.9,972.84,42.9
Tower Type B1 – Double,"Bundling spacer – 2 conductor, 24 cm",AAC 31.5 mm diameter,(0.012+0.253j),4.344511853575704e-06j,(0.999+0j),(0.423+8.587j),(-0+0j),(0.999+0j),132.0,699.8,131.8,-2.6,699.6,-1.6,12.8,0.22,False,495,1224,1923.61,87.2,1365.86,43.6
Tower Type B1 – Double,"Bundling spacer – 2 conductor, 32 cm",AAC 31.5 mm diameter,(0.012+0.244j),4.505710892106696e-06j,(0.999+0j),(0.423+8.28j),(-0+0j),(0.999+0j),132.0,699.8,131.7,-2.5,699.7,-1.7,12.9,0.22,False,495,1224,1990.86,87.1,1413.83,43.5
Tower Type B1 – Double,"Bundling spacer – 3 conductor, 23 cm ",AAC 31.5 mm diameter,(0.008+0.223j),4.9158207409105975e-06j,(0.999+0j),(0.282+7.589j),(-0+0j),(0.999+0j),132.0,699.8,131.8,-2.3,699.7,-1.8,16.6,0.15,False,495,1224,2206.38,87.9,1565.06,43.9
Tower Type B1 – Double,"Bundling spacer – 3 conductor, 33 cm",AAC 31.5 mm diameter,(0.008+0.208j),5.272977866755299e-06j,(0.999+0j),(0.282+7.075j),(-0+0j),(0.999+0j),132.0,699.8,131.8,-2.2,699.8,-1.9,16.8,0.15,False,495,1224,2359.59,87.7,1674.12,43.9
Tower Type B1 – Double,"Bundling spacer – 4 conductor, 26 cm",AAC 31.5 mm diameter,(0.006+0.199j),5.527920450937468e-06j,(0.999+0j),(0.211+6.749j),(-0+0j),(0.999+0j),132.0,699.8,131.9,-2.1,699.8,-2.0,20.4,0.11,False,495,1224,2497.03,88.2,1770.37,44.1
Tower Type B2 – Double,No bundling – 1 conductor,AAC 9.0 mm diameter,(0.305+0.443j),2.4783709037108816e-06j,(0.999+0j),(10.357+15.055j),(-0+0j),(0.999+0j),132.0,699.8,125.1,-4.8,699.5,-0.9,6.9,5.49,True,110,308,418.27,55.5,314.42,27.7
Tower Type B2 – Double,"Bundling spacer – 2 conductor, 24 cm",AAC 9.0 mm diameter,(0.152+0.31j),3.5397531334770054e-06j,(0.999+0j),(5.178+10.54j),(-0+0j),(0.999+0j),132.0,699.8,128.5,-3.3,699.6,-1.3,8.2,2.75,True,110,308,824.37,63.8,605.99,31.9
Tower Type B2 – Double,"Bundling spacer – 2 conductor, 32 cm",AAC 9.0 mm diameter,(0.152+0.301j),3.646033178574553e-06j,(0.999+0j),(5.178+10.233j),(-0+0j),(0.999+0j),132.0,699.8,128.5,-3.2,699.6,-1.3,8.4,2.75,True,110,308,828.89,63.2,609.89,31.6
Tower Type B2 – Double,"Bundling spacer – 3 conductor, 23 cm ",AAC 9.0 mm diameter,(0.102+0.268j),4.101697355857075e-06j,(0.999+0j),(3.452+9.096j),(-0+0j),(0.999+0j),132.0,699.8,129.7,-2.8,699.6,-1.5,9.6,1.83,True,110,308,1146.01,69.2,834.74,34.6
Tower Type B2 – Double,"Bundling spacer – 3 conductor, 33 cm",AAC 9.0 mm diameter,(0.102+0.252j),4.347394433587209e-06j,(0.999+0j),(3.452+8.582j),(-0+0j),(0.999+0j),132.0,699.8,129.6,-2.6,699.6,-1.6,9.8,1.83,True,110,308,1171.88,68.1,854.83,34.0
Tower Type B2 – Double,"Bundling spacer – 4 conductor, 26 cm",AAC 9.0 mm diameter,(0.076+0.236j),4.644685940719138e-06j,(0.999+0j),(2.589+8.032j),(-0+0j),(0.999+0j),132.0,699.8,130.2,-2.5,699.7,-1.7,11.0,1.37,True,110,308,1420.35,72.1,1029.95,36.1
Tower Type B2 – Double,No bundling – 1 conductor,AAC 16.3 mm diameter,(0.093+0.406j),2.7064494980165873e-06j,(0.999+0j),(3.157+13.785j),(-0+0j),(0.999+0j),132.0,699.8,130.1,-4.2,699.5,-1.0,7.4,1.67,True,216,636,946.95,77.1,682.38,38.5
Tower Type B2 – Double,"Bundling spacer – 2 conductor, 24 cm",AAC 16.3 mm diameter,(0.046+0.291j),3.7664211017202773e-06j,(0.999+0j),(1.579+9.905j),(-0+0j),(0.999+0j),132.0,699.8,131.0,-3.0,699.6,-1.4,9.2,0.84,True,216,636,1454.64,80.9,1042.15,40.5
Tower Type B2 – Double,"Bundling spacer – 2 conductor, 32 cm",AAC 16.3 mm diameter,(0.046+0.282j),3.8869800139192675e-06j,(0.999+0j),(1.579+9.598j),(-0+0j),(0.999+0j),132.0,699.8,131.0,-2.9,699.6,-1.4,9.3,0.84,True,216,636,1491.24,80.7,1068.78,40.3
Tower Type B2 – Double,"Bundling spacer – 3 conductor, 23 cm ",AAC 16.3 mm diameter,(0.031+0.255j),4.301683115058902e-06j,(0.999+0j),(1.052+8.673j),(-0+0j),(0.999+0j),132.0,699.8,131.3,-2.6,699.6,-1.6,11.1,0.56,False,216,636,1746.35,83.1,1247.31,41.5
Tower Type B2 – Double,"Bundling spacer – 3 conductor, 33 cm",AAC 16.3 mm diameter,(0.031+0.24j),4.572714666294702e-06j,(0.999+0j),(1.052+8.159j),(-0+0j),(0.999+0j),132.0,699.8,131.3,-2.5,699.7,-1.7,11.3,0.56,False,216,636,1838.78,82.6,1314.11,41.3
Tower Type B2 – Double,"Bundling spacer – 4 conductor, 26 cm",AAC 16.3 mm diameter,(0.023+0.227j),4.835612411215029e-06j,(0.999+0j),(0.789+7.715j),(-0+0j),(0.999+0j),132.0,699.8,131.5,-2.3,699.7,-1.8,13.0,0.42,False,216,636,2010.9,84.2,1434.05,42.1
Tower Type B2 – Double,No bundling – 1 conductor,AAC 21.0 mm diameter,(0.056+0.39j),2.8170357383876282e-06j,(0.999+0j),(1.902+13.243j),(-0+0j),(0.999+0j),132.0,699.8,130.9,-4.1,699.5,-1.0,7.8,1.01,True,299,875,1109.46,81.8,793.93,40.9
Tower Type B2 – Double,"Bundling spacer – 2 conductor, 24 cm",AAC 21.0 mm diameter,(0.028+0.283j),3.872191594001406e-06j,(0.999+0j),(0.951+9.635j),(-0+0j),(0.999+0j),132.0,699.8,131.4,-2.9,699.6,-1.4,10.2,0.5,False,299,875,1616.6,84.4,1152.55,42.2
Tower Type B2 – Double,"Bundling spacer – 2 conductor, 32 cm",AAC 21.0 mm diameter,(0.028+0.274j),3.999731415782102e-06j,(0.999+0j),(0.951+9.327j),(-0+0j),(0.999+0j),132.0,699.8,131.4,-2.8,699.6,-1.5,10.3,0.5,False,299,875,1663.28,84.2,1186.14,42.1
Tower Type B2 – Double,"Bundling spacer – 3 conductor, 23 cm ",AAC 21.0 mm diameter,(0.019+0.25j),4.393050708387671e-06j,(0.999+0j),(0.634+8.492j),(-0+0j),(0.999+0j),132.0,699.8,131.6,-2.6,699.7,-1.6,12.5,0.34,False,299,875,1888.51,85.7,1343.76,42.9
Tower Type B2 – Double,"Bundling spacer – 3 conductor, 33 cm",AAC 21.0 mm diameter,(0.019+0.235j),4.6760967169005954e-06j,(0.999+0j),(0.634+7.978j),(-0+0j),(0.999+0j),132.0,699.8,131.6,-2.4,699.7,-1.7,12.7,0.34,False,299,875,1998.9,85.5,1422.87,42.7
Tower Type B2 – Double,"Bundling spacer – 4 conductor, 26 cm",AAC 21.0 mm diameter,(0.014+0.223j),4.921917141501634e-06j,(0.999+0j),(0.476+7.58j),(-0+0j),(0.999+0j),132.0,699.8,131.7,-2.3,699.7,-1.8,14.9,0.25,False,299,875,2145.86,86.4,1525.38,43.2
Tower Type B2 – Double,No bundling – 1 conductor,AAC 26.3 mm diameter,(0.036+0.375j),2.9231290351695497e-06j,(0.999+0j),(1.213+12.763j),(-0+0j),(0.999+0j),132.0,699.8,131.4,-3.9,699.5,-1.1,8.5,0.64,True,405,997,1225.27,84.6,873.32,42.3
Tower Type B2 – Double,"Bundling spacer – 2 conductor, 24 cm",AAC 26.3 mm diameter,(0.018+0.276j),3.971252417961687e-06j,(0.999+0j),(0.606+9.394j),(-0+0j),(0.999+0j),132.0,699.8,131.7,-2.9,699.6,-1.5,11.5,0.32,False,405,997,1727.46,86.3,1228.14,43.2
Tower Type B2 – Double,"Bundling spacer – 2 conductor, 32 cm",AAC 26.3 mm diameter,(0.018+0.267j),4.1055144500563375e-06j,(0.999+0j),(0.606+9.087j),(-0+0j),(0.999+0j),132.0,699.8,131.6,-2.8,699.6,-1.5,11.6,0.32,False,405,997,1781.35,86.2,1266.68,43.1
Tower Type B2 – Double,"Bundling spacer – 3 conductor, 23 cm ",AAC 26.3 mm diameter,(0.012+0.245j),4.477526194262683e-06j,(0.999+0j),(0.404+8.332j),(-0+0j),(0.999+0j),132.0,699.8,131.8,-2.5,699.7,-1.6,14.5,0.21,False,405,997,1984.11,87.2,1408.74,43.6
Tower Type B2 – Double,"Bundling spacer – 3 conductor, 33 cm",AAC 26.3 mm diameter,(0.012+0.23j),4.771927191903771e-06j,(0.999+0j),(0.404+7.818j),(-0+0j),(0.999+0j),132.0,699.8,131.7,-2.4,699.7,-1.8,14.7,0.21,False,405,997,2106.95,87.0,1496.35,43.5
Tower Type B2 – Double,"Bundling spacer – 4 conductor, 26 cm",AAC 26.3 mm diameter,(0.009+0.219j),5.001203122149354e-06j,(0.999+0j),(0.303+7.46j),(-0+0j),(0.999+0j),132.0,699.8,131.8,-2.3,699.7,-1.8,17.6,0.16,False,405,997,2235.93,87.7,1586.49,43.8
