Tower Type,Bundle Type,Conductor Type,Impedance,Admittance,A,B,C,D,Vs,Is,Vr (KV),Vr angle (Degrees),Ir (A),Ir angle (Degrees),Cost (Million $),Real Power loss (%),Thermal limit surpassed,Current limit (Summer),Current limit (Winter),Stability limit (MVA),Stability limit angle,Dynamic Stability limit (MVA),Dynamic Stability limit angle
Tower Type B1,"Bundling spacer – 2 conductor, 24 cm",AAC 31.5 mm diameter,(0.025+0.253j),4.344511853575704e-06j,(0.981+0.002j),(4.521+46.197j),(-0+0.001j),(0.981+0.002j),132.0,699.8,130.4,-14.2,694.7,-8.6,51.1,2.41,False,495,1224,335.15,84.4,239.01,42.2
Tower Type B1,"Bundling spacer – 2 conductor, 32 cm",AAC 31.5 mm diameter,(0.025+0.244j),4.505710892106696e-06j,(0.981+0.002j),(4.521+44.545j),(-0+0.001j),(0.981+0.002j),132.0,699.8,130.1,-13.7,695.3,-8.9,51.7,2.42,False,495,1224,345.43,84.2,246.44,42.1
Tower Type B1,"Bundling spacer – 3 conductor, 23 cm ",AAC 31.5 mm diameter,(0.017+0.223j),4.9158207409105975e-06j,(0.981+0.001j),(3.014+40.827j),(-0+0.001j),(0.981+0.001j),132.0,699.8,130.6,-12.6,696.9,-9.7,62.9,1.61,False,495,1224,390.35,85.8,277.8,42.9
Tower Type B1,"Bundling spacer – 3 conductor, 33 cm",AAC 31.5 mm diameter,(0.017+0.208j),5.272977866755299e-06j,(0.981+0.001j),(3.014+38.062j),(-0+0.001j),(0.981+0.001j),132.0,699.8,130.2,-11.7,698.4,-10.4,64.0,1.62,False,495,1224,414.96,85.5,295.48,42.7
Tower Type B1,"Bundling spacer – 4 conductor, 26 cm",AAC 31.5 mm diameter,(0.012+0.199j),5.527920450937468e-06j,(0.981+0.001j),(2.26+36.306j),(-0+0.001j),(0.981+0.001j),132.0,699.8,130.4,-11.2,699.6,-10.9,74.6,1.21,False,495,1224,444.27,86.4,315.88,43.2
Tower Type B2,No bundling – 1 conductor,AAC 9.0 mm diameter,(0.609+0.443j),2.4783709037108816e-06j,(0.981+0.025j),(110.756+81.928j),(-0+0j),(0.981+0.025j),132.0,699.8,75.0,-46.1,688.6,-3.5,34.8,58.83,True,110,308,39.03,36.5,35.42,18.2
Tower Type B2,"Bundling spacer – 2 conductor, 24 cm",AAC 9.0 mm diameter,(0.305+0.31j),3.5397531334770054e-06j,(0.981+0.018j),(55.378+57.036j),(-0+0.001j),(0.981+0.018j),132.0,699.8,98.2,-22.5,691.2,-6.0,39.9,29.49,True,110,308,78.54,45.8,65.66,22.9
Tower Type B2,"Bundling spacer – 2 conductor, 32 cm",AAC 9.0 mm diameter,(0.305+0.301j),3.646033178574553e-06j,(0.981+0.019j),(55.378+55.393j),(-0+0.001j),(0.981+0.019j),132.0,699.8,97.8,-21.8,691.4,-6.2,40.4,29.5,True,110,308,78.47,45.0,65.92,22.5
Tower Type B2,"Bundling spacer – 3 conductor, 23 cm ",AAC 9.0 mm diameter,(0.203+0.268j),4.101697355857075e-06j,(0.981+0.014j),(36.919+49.104j),(-0+0.001j),(0.981+0.014j),132.0,699.8,108.7,-17.4,693.1,-7.4,45.0,19.69,True,110,308,117.96,53.1,93.37,26.5
Tower Type B2,"Bundling spacer – 3 conductor, 33 cm",AAC 9.0 mm diameter,(0.203+0.252j),4.347394433587209e-06j,(0.981+0.015j),(36.919+46.349j),(-0+0.001j),(0.981+0.015j),132.0,699.8,108.1,-16.4,693.8,-7.8,46.1,19.71,True,110,308,117.93,51.5,94.05,25.7
Tower Type B2,"Bundling spacer – 4 conductor, 26 cm",AAC 9.0 mm diameter,(0.152+0.236j),4.644685940719138e-06j,(0.981+0.012j),(27.689+43.32j),(-0+0.001j),(0.981+0.012j),132.0,699.8,113.9,-14.6,695.1,-8.6,50.2,14.8,True,110,308,156.52,57.4,120.58,28.7
Tower Type B2,No bundling – 1 conductor,AAC 16.3 mm diameter,(0.186+0.406j),2.7064494980165873e-06j,(0.981+0.008j),(33.766+74.25j),(-0+0j),(0.981+0.008j),132.0,699.8,117.5,-25.6,689.6,-4.9,36.1,17.95,True,216,636,120.07,65.5,89.81,32.8
Tower Type B2,"Bundling spacer – 2 conductor, 24 cm",AAC 16.3 mm diameter,(0.093+0.291j),3.7664211017202773e-06j,(0.981+0.006j),(16.883+53.318j),(-0+0.001j),(0.981+0.006j),132.0,699.8,123.3,-17.2,692.5,-7.2,42.5,9.0,True,216,636,208.93,72.4,152.71,36.2
Tower Type B2,"Bundling spacer – 2 conductor, 32 cm",AAC 16.3 mm diameter,(0.093+0.282j),3.8869800139192675e-06j,(0.981+0.006j),(16.883+51.666j),(-0+0.001j),(0.981+0.006j),132.0,699.8,122.9,-16.7,692.9,-7.4,43.1,9.0,True,216,636,212.17,71.9,155.31,36.0
Tower Type B2,"Bundling spacer – 3 conductor, 23 cm ",AAC 16.3 mm diameter,(0.062+0.255j),4.301683115058902e-06j,(0.981+0.004j),(11.255+46.671j),(-0+0.001j),(0.981+0.004j),132.0,699.8,125.8,-14.8,694.4,-8.3,49.0,6.01,True,216,636,268.65,76.4,194.48,38.2
Tower Type B2,"Bundling spacer – 3 conductor, 33 cm",AAC 16.3 mm diameter,(0.062+0.24j),4.572714666294702e-06j,(0.981+0.005j),(11.255+43.907j),(-0+0.001j),(0.981+0.005j),132.0,699.8,125.3,-13.9,695.3,-8.9,50.1,6.02,True,216,636,278.95,75.6,202.31,37.8
Tower Type B2,"Bundling spacer – 4 conductor, 26 cm",AAC 16.3 mm diameter,(0.046+0.227j),4.835612411215029e-06j,(0.981+0.004j),(8.442+41.514j),(-0+0.001j),(0.981+0.004j),132.0,699.8,126.9,-13.0,696.4,-9.4,55.5,4.52,True,216,636,319.66,78.5,230.44,39.3
Tower Type B2,No bundling – 1 conductor,AAC 21.0 mm diameter,(0.112+0.39j),2.8170357383876282e-06j,(0.981+0.005j),(20.343+71.279j),(-0+0.001j),(0.981+0.005j),132.0,699.8,125.4,-23.1,690.0,-5.3,37.4,10.82,True,299,875,165.06,74.1,120.02,37.0
Tower Type B2,"Bundling spacer – 2 conductor, 24 cm",AAC 21.0 mm diameter,(0.056+0.283j),3.872191594001406e-06j,(0.981+0.004j),(10.172+51.842j),(-0+0.001j),(0.981+0.004j),132.0,699.8,127.6,-16.3,693.0,-7.5,45.1,5.42,True,299,875,259.42,78.9,186.81,39.4
Tower Type B2,"Bundling spacer – 2 conductor, 32 cm",AAC 21.0 mm diameter,(0.056+0.274j),3.999731415782102e-06j,(0.981+0.004j),(10.172+50.189j),(-0+0.001j),(0.981+0.004j),132.0,699.8,127.2,-15.8,693.4,-7.8,45.6,5.43,True,299,875,265.18,78.5,191.1,39.3
Tower Type B2,"Bundling spacer – 3 conductor, 23 cm ",AAC 21.0 mm diameter,(0.037+0.25j),4.393050708387671e-06j,(0.981+0.003j),(6.781+45.69j),(-0+0.001j),(0.981+0.003j),132.0,699.8,128.8,-14.2,694.8,-8.6,52.8,3.62,True,299,875,315.24,81.6,225.92,40.8
Tower Type B2,"Bundling spacer – 3 conductor, 33 cm",AAC 21.0 mm diameter,(0.037+0.235j),4.6760967169005954e-06j,(0.981+0.003j),(6.781+42.925j),(-0+0.001j),(0.981+0.003j),132.0,699.8,128.3,-13.4,695.8,-9.2,53.9,3.63,True,299,875,330.56,81.0,237.15,40.5
Tower Type B2,"Bundling spacer – 4 conductor, 26 cm",AAC 21.0 mm diameter,(0.028+0.223j),4.921917141501634e-06j,(0.981+0.002j),(5.086+40.779j),(-0+0.001j),(0.981+0.002j),132.0,699.8,129.1,-12.6,696.9,-9.7,60.5,2.72,False,299,875,364.53,82.9,260.67,41.4
Tower Type B2,No bundling – 1 conductor,AAC 26.3 mm diameter,(0.071+0.375j),2.9231290351695497e-06j,(0.981+0.004j),(12.97+68.672j),(-0+0.001j),(0.981+0.004j),132.0,699.8,129.5,-21.6,690.3,-5.7,39.2,6.9,True,405,997,200.11,79.3,143.82,39.7
Tower Type B2,"Bundling spacer – 2 conductor, 24 cm",AAC 26.3 mm diameter,(0.036+0.276j),3.971252417961687e-06j,(0.981+0.002j),(6.485+50.541j),(-0+0.001j),(0.981+0.002j),132.0,699.8,129.8,-15.7,693.4,-7.8,48.7,3.46,True,405,997,294.24,82.7,210.4,41.3
Tower Type B2,"Bundling spacer – 2 conductor, 32 cm",AAC 26.3 mm diameter,(0.036+0.267j),4.1055144500563375e-06j,(0.981+0.002j),(6.485+48.889j),(-0+0.001j),(0.981+0.002j),132.0,699.8,129.5,-15.2,693.8,-8.1,49.3,3.46,True,405,997,301.95,82.4,216.03,41.2
Tower Type B2,"Bundling spacer – 3 conductor, 23 cm ",AAC 26.3 mm diameter,(0.024+0.245j),4.477526194262683e-06j,(0.981+0.002j),(4.323+44.825j),(-0+0.001j),(0.981+0.002j),132.0,699.8,130.3,-13.8,695.2,-8.8,58.3,2.31,False,405,997,345.75,84.5,246.54,42.2
Tower Type B2,"Bundling spacer – 3 conductor, 33 cm",AAC 26.3 mm diameter,(0.024+0.23j),4.771927191903771e-06j,(0.981+0.002j),(4.323+42.06j),(-0+0.001j),(0.981+0.002j),132.0,699.8,129.9,-13.0,696.3,-9.4,59.4,2.31,False,405,997,364.61,84.1,260.17,42.1
Tower Type B2,"Bundling spacer – 4 conductor, 26 cm",AAC 26.3 mm diameter,(0.018+0.219j),5.001203122149354e-06j,(0.981+0.002j),(3.243+40.13j),(-0+0.001j),(0.981+0.002j),132.0,699.8,130.3,-12.4,697.3,-9.9,67.8,1.74,False,405,997,393.25,85.4,280.05,42.7
Tower Type B2,No bundling – 1 conductor,AAC 31.5 mm diameter,(0.05+0.364j),3.0141344573676314e-06j,(0.981+0.003j),(9.041+66.591j),(-0+0.001j),(0.981+0.003j),132.0,699.8,131.6,-20.6,690.6,-5.9,41.4,4.81,True,495,1224,223.86,82.3,160.04,41.1
Tower Type B2,"Bundling spacer – 2 conductor, 24 cm",AAC 31.5 mm diameter,(0.025+0.271j),4.0544060841512455e-06j,(0.981+0.002j),(4.521+49.502j),(-0+0.001j),(0.981+0.002j),132.0,699.8,131.0,-15.2,693.7,-8.0,53.1,2.41,False,495,1224,316.46,84.8,225.52,42.4
Tower Type B2,"Bundling spacer – 2 conductor, 32 cm",AAC 31.5 mm diameter,(0.025+0.262j),4.194448718848093e-06j,(0.981+0.002j),(4.521+47.85j),(-0+0.001j),(0.981+0.002j),132.0,699.8,130.7,-14.7,694.2,-8.3,53.7,2.41,False,495,1224,325.51,84.6,232.05,42.3
Tower Type B2,"Bundling spacer – 3 conductor, 23 cm ",AAC 31.5 mm diameter,(0.017+0.241j),4.547632798356005e-06j,(0.981+0.001j),(3.014+44.132j),(-0+0.001j),(0.981+0.001j),132.0,699.8,131.1,-13.6,695.5,-9.0,64.9,1.61,False,495,1224,364.72,86.1,259.41,43.0
Tower Type B2,"Bundling spacer – 3 conductor, 33 cm",AAC 31.5 mm diameter,(0.017+0.226j),4.851638073011554e-06j,(0.981+0.001j),(3.014+41.367j),(-0+0.001j),(0.981+0.001j),132.0,699.8,130.7,-12.7,696.7,-9.6,66.0,1.61,False,495,1224,385.9,85.8,274.61,42.9
Tower Type B2,"Bundling spacer – 4 conductor, 26 cm",AAC 31.5 mm diameter,(0.012+0.217j),5.066635213222634e-06j,(0.981+0.001j),(2.26+39.611j),(-0+0.001j),(0.981+0.001j),132.0,699.8,130.9,-12.2,697.6,-10.0,76.7,1.21,False,495,1224,410.93,86.7,292.01,43.4
Tower Type B1 – Double,No bundling – 1 conductor,AAC 9.0 mm diameter,(0.305+0.425j),2.5838386906892727e-06j,(0.981+0.013j),(55.379+77.92j),(-0+0j),(0.981+0.013j),132.0,699.8,105.0,-30.2,689.2,-4.4,35.1,29.43,True,110,308,78.17,54.6,62.02,27.3
Tower Type B1 – Double,"Bundling spacer – 2 conductor, 24 cm",AAC 9.0 mm diameter,(0.152+0.292j),3.7588928284601294e-06j,(0.981+0.01j),(27.689+53.481j),(-0+0.001j),(0.981+0.01j),132.0,699.8,116.0,-18.2,692.3,-7.0,42.6,14.76,True,110,308,151.5,62.6,114.47,31.3
Tower Type B1 – Double,"Bundling spacer – 2 conductor, 32 cm",AAC 9.0 mm diameter,(0.152+0.283j),3.878962597219783e-06j,(0.981+0.01j),(27.689+51.831j),(-0+0.001j),(0.981+0.01j),132.0,699.8,115.6,-17.6,692.6,-7.2,43.2,14.76,True,110,308,152.5,61.9,115.55,30.9
Tower Type B1 – Double,"Bundling spacer – 3 conductor, 23 cm ",AAC 9.0 mm diameter,(0.102+0.249j),4.3988582926442925e-06j,(0.981+0.008j),(18.46+45.67j),(-0+0.001j),(0.981+0.008j),132.0,699.8,120.7,-14.9,694.5,-8.4,50.1,9.86,True,110,308,212.58,68.0,157.31,34.0
Tower Type B1 – Double,"Bundling spacer – 3 conductor, 33 cm",AAC 9.0 mm diameter,(0.102+0.234j),4.682677340496768e-06j,(0.981+0.008j),(18.46+42.908j),(-0+0.001j),(0.981+0.008j),132.0,699.8,120.2,-13.9,695.5,-8.9,51.2,9.87,True,110,308,217.41,66.7,161.45,33.4
Tower Type B1 – Double,"Bundling spacer – 4 conductor, 26 cm",AAC 9.0 mm diameter,(0.076+0.218j),5.029421686258565e-06j,(0.981+0.006j),(13.845+39.934j),(-0+0.001j),(0.981+0.006j),132.0,699.8,122.9,-12.7,697.0,-9.7,57.6,7.41,True,110,308,266.75,70.9,195.64,35.4
Tower Type B1 – Double,No bundling – 1 conductor,AAC 16.3 mm diameter,(0.093+0.387j),2.8327168972285187e-06j,(0.981+0.004j),(16.883+70.873j),(-0+0.001j),(0.981+0.004j),132.0,699.8,127.5,-22.6,690.1,-5.4,37.8,8.98,True,216,636,179.33,76.6,129.6,38.3
Tower Type B1 – Double,"Bundling spacer – 2 conductor, 24 cm",AAC 16.3 mm diameter,(0.046+0.273j),4.0155120477312335e-06j,(0.981+0.003j),(8.442+49.988j),(-0+0.001j),(0.981+0.003j),132.0,699.8,128.4,-15.6,693.5,-7.9,47.9,4.5,True,216,636,280.15,80.4,201.16,40.2
Tower Type B1 – Double,"Bundling spacer – 2 conductor, 32 cm",AAC 16.3 mm diameter,(0.046+0.264j),4.1528352016030125e-06j,(0.981+0.003j),(8.442+48.336j),(-0+0.001j),(0.981+0.003j),132.0,699.8,128.1,-15.1,693.9,-8.1,48.5,4.51,True,216,636,287.03,80.1,206.24,40.0
Tower Type B1 – Double,"Bundling spacer – 3 conductor, 23 cm ",AAC 16.3 mm diameter,(0.031+0.237j),4.629686343379485e-06j,(0.981+0.002j),(5.628+43.353j),(-0+0.001j),(0.981+0.002j),132.0,699.8,129.2,-13.4,695.7,-9.1,58.1,3.01,False,216,636,340.85,82.6,243.84,41.3
Tower Type B1 – Double,"Bundling spacer – 3 conductor, 33 cm",AAC 16.3 mm diameter,(0.031+0.222j),4.9451414956005e-06j,(0.981+0.003j),(5.628+40.589j),(-0+0.001j),(0.981+0.003j),132.0,699.8,128.7,-12.6,696.9,-9.7,59.2,3.01,False,216,636,359.1,82.1,257.14,41.1
Tower Type B1 – Double,"Bundling spacer – 4 conductor, 26 cm",AAC 16.3 mm diameter,(0.023+0.209j),5.254053275215045e-06j,(0.981+0.002j),(4.221+38.2j),(-0+0.001j),(0.981+0.002j),132.0,699.8,129.3,-11.8,698.3,-10.3,68.2,2.26,False,216,636,396.41,83.7,283.1,41.8
Tower Type B1 – Double,No bundling – 1 conductor,AAC 21.0 mm diameter,(0.056+0.372j),2.9540938618574357e-06j,(0.981+0.003j),(10.172+67.946j),(-0+0.001j),(0.981+0.003j),132.0,699.8,131.2,-21.1,690.4,-5.8,40.3,5.41,True,299,875,215.0,81.5,153.9,40.7
Tower Type B1 – Double,"Bundling spacer – 2 conductor, 24 cm",AAC 21.0 mm diameter,(0.028+0.265j),4.135959044669734e-06j,(0.981+0.002j),(5.086+48.527j),(-0+0.001j),(0.981+0.002j),132.0,699.8,130.4,-15.0,693.9,-8.2,53.0,2.71,False,299,875,316.5,84.0,225.84,42.0
Tower Type B1 – Double,"Bundling spacer – 2 conductor, 32 cm",AAC 21.0 mm diameter,(0.028+0.256j),4.2817934801743536e-06j,(0.981+0.002j),(5.086+46.874j),(-0+0.001j),(0.981+0.002j),132.0,699.8,130.1,-14.5,694.4,-8.4,53.5,2.72,False,299,875,325.57,83.8,232.4,41.9
Tower Type B1 – Double,"Bundling spacer – 3 conductor, 23 cm ",AAC 21.0 mm diameter,(0.019+0.232j),4.735690385091749e-06j,(0.981+0.001j),(3.391+42.38j),(-0+0.001j),(0.981+0.001j),132.0,699.8,130.6,-13.0,696.2,-9.4,65.7,1.81,False,299,875,373.35,85.4,265.85,42.7
Tower Type B1 – Double,"Bundling spacer – 3 conductor, 33 cm",AAC 21.0 mm diameter,(0.019+0.217j),5.066272358331339e-06j,(0.981+0.002j),(3.391+39.615j),(-0+0.001j),(0.981+0.002j),132.0,699.8,130.1,-12.2,697.5,-10.0,66.8,1.82,False,299,875,395.69,85.1,281.91,42.6
Tower Type B1 – Double,"Bundling spacer – 4 conductor, 26 cm",AAC 21.0 mm diameter,(0.014+0.205j),5.356098298432733e-06j,(0.981+0.001j),(2.543+37.471j),(-0+0.001j),(0.981+0.001j),132.0,699.8,130.4,-11.5,698.8,-10.6,78.4,1.36,False,299,875,427.67,86.1,304.22,43.1
Tower Type B1 – Double,No bundling – 1 conductor,AAC 26.3 mm diameter,(0.036+0.357j),3.0709760466122096e-06j,(0.981+0.002j),(6.485+65.355j),(-0+0.001j),(0.981+0.002j),132.0,699.8,133.0,-20.0,690.8,-6.1,43.9,3.45,True,405,997,240.77,84.3,171.57,42.2
Tower Type B1 – Double,"Bundling spacer – 2 conductor, 24 cm",AAC 26.3 mm diameter,(0.018+0.258j),4.249172540753887e-06j,(0.981+0.001j),(3.243+47.232j),(-0+0.001j),(0.981+0.001j),132.0,699.8,131.5,-14.5,694.4,-8.4,60.3,1.73,False,405,997,341.54,86.1,242.91,43.0
Tower Type B1 – Double,"Bundling spacer – 2 conductor, 32 cm",AAC 26.3 mm diameter,(0.018+0.249j),4.4032488016983794e-06j,(0.981+0.001j),(3.243+45.58j),(-0+0.001j),(0.981+0.001j),132.0,699.8,131.2,-14.0,694.9,-8.7,60.8,1.73,False,405,997,352.22,85.9,250.57,43.0
Tower Type B1 – Double,"Bundling spacer – 3 conductor, 23 cm ",AAC 26.3 mm diameter,(0.012+0.227j),4.8340046904872875e-06j,(0.981+0.001j),(2.162+41.517j),(-0+0.001j),(0.981+0.001j),132.0,699.8,131.3,-12.7,696.6,-9.6,76.6,1.16,False,405,997,395.24,87.0,280.73,43.5
Tower Type B1 – Double,"Bundling spacer – 3 conductor, 33 cm",AAC 26.3 mm diameter,(0.012+0.212j),5.178954999437324e-06j,(0.981+0.001j),(2.162+38.752j),(-0+0.001j),(0.981+0.001j),132.0,699.8,130.9,-11.9,698.1,-10.3,77.7,1.16,False,405,997,420.46,86.8,298.76,43.4
Tower Type B1 – Double,"Bundling spacer – 4 conductor, 26 cm",AAC 26.3 mm diameter,(0.009+0.201j),5.450123107753459e-06j,(0.981+0.001j),(1.621+36.824j),(-0+0.001j),(0.981+0.001j),132.0,699.8,131.0,-11.3,699.3,-10.8,93.0,0.87,False,405,997,448.52,87.5,318.37,43.7
Tower Type B1 – Double,No bundling – 1 conductor,AAC 31.5 mm diameter,(0.025+0.346j),3.1715784957800177e-06j,(0.981+0.001j),(4.521+63.28j),(-0+0.001j),(0.981+0.001j),132.0,699.8,133.9,-19.2,691.0,-6.3,48.4,2.41,False,495,1224,258.4,85.9,183.72,43.0
Tower Type B1 – Double,"Bundling spacer – 2 conductor, 24 cm",AAC 31.5 mm diameter,(0.012+0.253j),4.344511853575704e-06j,(0.981+0.001j),(2.26+46.195j),(-0+0.001j),(0.981+0.001j),132.0,699.8,132.0,-14.1,694.8,-8.6,69.1,1.21,False,495,1224,358.23,87.2,254.35,43.6
Tower Type B1 – Double,"Bundling spacer – 2 conductor, 32 cm",AAC 31.5 mm diameter,(0.012+0.244j),4.505710892106696e-06j,(0.981+0.001j),(2.26+44.542j),(-0+0.001j),(0.981+0.001j),132.0,699.8,131.7,-13.6,695.3,-8.9,69.7,1.21,False,495,1224,370.04,87.1,262.78,43.5
Tower Type B1 – Double,"Bundling spacer – 3 conductor, 23 cm ",AAC 31.5 mm diameter,(0.008+0.223j),4.9158207409105975e-06j,(0.981+0.001j),(1.507+40.826j),(-0+0.001j),(0.981+0.001j),132.0,699.8,131.6,-12.5,697.0,-9.8,89.9,0.81,False,495,1224,409.62,87.9,290.56,43.9
Tower Type B1 – Double,"Bundling spacer – 3 conductor, 33 cm",AAC 31.5 mm diameter,(0.008+0.208j),5.272977866755299e-06j,(0.981+0.001j),(1.507+38.061j),(-0+0.001j),(0.981+0.001j),132.0,699.8,131.2,-11.7,698.5,-10.5,91.0,0.81,False,495,1224,436.82,87.7,309.94,43.9
Tower Type B1 – Double,"Bundling spacer – 4 conductor, 26 cm",AAC 31.5 mm diameter,(0.006+0.199j),5.527920450937468e-06j,(0.981+0.001j),(1.13+36.305j),(-0+0.001j),(0.981+0.001j),132.0,699.8,131.2,-11.1,699.6,-11.0,110.6,0.61,False,495,1224,462.15,88.2,327.68,44.1
Tower Type B2 – Double,No bundling – 1 conductor,AAC 9.0 mm diameter,(0.305+0.443j),2.4783709037108816e-06j,(0.981+0.013j),(55.379+81.215j),(-0+0j),(0.981+0.013j),132.0,699.8,106.2,-31.3,689.0,-4.2,37.1,29.42,True,110,308,77.97,55.7,61.44,27.9
Tower Type B2 – Double,"Bundling spacer – 2 conductor, 24 cm",AAC 9.0 mm diameter,(0.152+0.31j),3.5397531334770054e-06j,(0.981+0.009j),(27.689+56.781j),(-0+0.001j),(0.981+0.009j),132.0,699.8,116.7,-19.3,691.6,-6.6,44.6,14.75,True,110,308,149.36,64.0,112.29,32.0
Tower Type B2 – Double,"Bundling spacer – 2 conductor, 32 cm",AAC 9.0 mm diameter,(0.152+0.301j),3.646033178574553e-06j,(0.981+0.009j),(27.689+55.131j),(-0+0.001j),(0.981+0.009j),132.0,699.8,116.3,-18.7,691.9,-6.8,45.2,14.75,True,110,308,150.44,63.3,113.39,31.7
Tower Type B2 – Double,"Bundling spacer – 3 conductor, 23 cm ",AAC 9.0 mm diameter,(0.102+0.268j),4.101697355857075e-06j,(0.981+0.007j),(18.46+48.973j),(-0+0.001j),(0.981+0.007j),132.0,699.8,121.3,-16.0,693.5,-7.8,52.1,9.85,True,110,308,206.78,69.3,152.44,34.7
Tower Type B2 – Double,"Bundling spacer – 3 conductor, 33 cm",AAC 9.0 mm diameter,(0.102+0.252j),4.347394433587209e-06j,(0.981+0.007j),(18.46+46.21j),(-0+0.001j),(0.981+0.007j),132.0,699.8,120.8,-15.0,694.3,-8.3,53.2,9.86,True,110,308,211.63,68.2,156.5,34.1
Tower Type B2 – Double,"Bundling spacer – 4 conductor, 26 cm",AAC 9.0 mm diameter,(0.076+0.236j),4.644685940719138e-06j,(0.981+0.006j),(13.845+43.237j),(-0+0.001j),(0.981+0.006j),132.0,699.8,123.4,-13.8,695.5,-8.9,59.7,7.4,True,110,308,256.54,72.2,187.55,36.1
Tower Type B2 – Double,No bundling – 1 conductor,AAC 16.3 mm diameter,(0.093+0.406j),2.7064494980165873e-06j,(0.981+0.004j),(16.883+74.177j),(-0+0j),(0.981+0.004j),132.0,699.8,128.5,-23.6,689.8,-5.2,39.8,8.98,True,216,636,174.74,77.2,126.08,38.6
Tower Type B2 – Double,"Bundling spacer – 2 conductor, 24 cm",AAC 16.3 mm diameter,(0.046+0.291j),3.7664211017202773e-06j,(0.981+0.003j),(8.442+53.293j),(-0+0.001j),(0.981+0.003j),132.0,699.8,129.0,-16.6,692.7,-7.4,49.9,4.5,True,216,636,267.39,81.0,191.76,40.5
Tower Type B2 – Double,"Bundling spacer – 2 conductor, 32 cm",AAC 16.3 mm diameter,(0.046+0.282j),3.8869800139192675e-06j,(0.981+0.003j),(8.442+51.64j),(-0+0.001j),(0.981+0.003j),132.0,699.8,128.7,-16.1,693.0,-7.6,50.5,4.5,True,216,636,273.61,80.7,196.34,40.4
Tower Type B2 – Double,"Bundling spacer – 3 conductor, 23 cm ",AAC 16.3 mm diameter,(0.031+0.255j),4.301683115058902e-06j,(0.981+0.002j),(5.628+46.658j),(-0+0.001j),(0.981+0.002j),132.0,699.8,129.7,-14.4,694.5,-8.5,60.1,3.01,False,216,636,321.46,83.1,229.74,41.6
Tower Type B2 – Double,"Bundling spacer – 3 conductor, 33 cm",AAC 16.3 mm diameter,(0.031+0.24j),4.572714666294702e-06j,(0.981+0.002j),(5.628+43.893j),(-0+0.001j),(0.981+0.002j),132.0,699.8,129.2,-13.6,695.5,-9.0,61.2,3.01,False,216,636,337.51,82.7,241.41,41.3
Tower Type B2 – Double,"Bundling spacer – 4 conductor, 26 cm",AAC 16.3 mm diameter,(0.023+0.227j),4.835612411215029e-06j,(0.981+0.002j),(4.221+41.506j),(-0+0.001j),(0.981+0.002j),132.0,699.8,129.8,-12.8,696.6,-9.5,70.3,2.26,False,216,636,369.91,84.2,263.94,42.1
Tower Type B2 – Double,No bundling – 1 conductor,AAC 21.0 mm diameter,(0.056+0.39j),2.8170357383876282e-06j,(0.981+0.003j),(10.172+71.251j),(-0+0.001j),(0.981+0.003j),132.0,699.8,132.1,-22.0,690.1,-5.5,42.3,5.41,True,299,875,207.96,81.9,148.72,40.9
Tower Type B2 – Double,"Bundling spacer – 2 conductor, 24 cm",AAC 21.0 mm diameter,(0.028+0.283j),3.872191594001406e-06j,(0.981+0.002j),(5.086+51.832j),(-0+0.001j),(0.981+0.002j),132.0,699.8,131.0,-16.0,693.1,-7.6,55.0,2.71,False,299,875,299.94,84.4,213.86,42.2
Tower Type B2 – Double,"Bundling spacer – 2 conductor, 32 cm",AAC 21.0 mm diameter,(0.028+0.274j),3.999731415782102e-06j,(0.981+0.002j),(5.086+50.18j),(-0+0.001j),(0.981+0.002j),132.0,699.8,130.7,-15.5,693.5,-7.9,55.6,2.71,False,299,875,307.97,84.2,219.67,42.1
Tower Type B2 – Double,"Bundling spacer – 3 conductor, 23 cm ",AAC 21.0 mm diameter,(0.019+0.25j),4.393050708387671e-06j,(0.981+0.001j),(3.391+45.685j),(-0+0.001j),(0.981+0.001j),132.0,699.8,131.1,-14.0,694.9,-8.7,67.7,1.81,False,299,875,349.97,85.8,249.04,42.9
Tower Type B2 – Double,"Bundling spacer – 3 conductor, 33 cm",AAC 21.0 mm diameter,(0.019+0.235j),4.6760967169005954e-06j,(0.981+0.001j),(3.391+42.92j),(-0+0.001j),(0.981+0.001j),132.0,699.8,130.6,-13.2,696.0,-9.2,68.8,1.81,False,299,875,369.3,85.5,262.93,42.7
Tower Type B2 – Double,"Bundling spacer – 4 conductor, 26 cm",AAC 21.0 mm diameter,(0.014+0.223j),4.921917141501634e-06j,(0.981+0.001j),(2.543+40.776j),(-0+0.001j),(0.981+0.001j),132.0,699.8,130.9,-12.5,697.0,-9.7,80.4,1.36,False,299,875,396.79,86.4,282.1,43.2
Tower Type B2 – Double,No bundling – 1 conductor,AAC 26.3 mm diameter,(0.036+0.375j),2.9231290351695497e-06j,(0.981+0.002j),(6.485+68.66j),(-0+0.001j),(0.981+0.002j),132.0,699.8,133.8,-20.9,690.4,-5.8,46.0,3.45,True,405,997,231.76,84.6,165.05,42.3
Tower Type B2 – Double,"Bundling spacer – 2 conductor, 24 cm",AAC 26.3 mm diameter,(0.018+0.276j),3.971252417961687e-06j,(0.981+0.001j),(3.243+50.537j),(-0+0.001j),(0.981+0.001j),132.0,699.8,132.1,-15.5,693.4,-7.9,62.3,1.73,False,405,997,322.18,86.3,229.03,43.2
